platform,post_id,created_at,author_id,post_text,source_url,matched_query,initial_signal_type,signal_type,confidence,matched_terms,opportunity_score,priority,is_tracker,why_now,sales_angle,safe_outreach_suggestion,like_count,reply_count,retweet_count,quote_count,engagement,cluster
x,2053645014241026486,2026-05-11 01:15:00+00:00,64687300,"【脅威アクター解説】RedLine Stealerとは？情報を盗むマルウェアの手口と被害の実態  #MynaviNews (May 8)

https://t.co/x3pXZM5J4v",https://x.com/i/web/status/2053645014241026486,"""RedLine stealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['redline stealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",1,0,0,0,1,1
x,2053586327061336461,2026-05-10 21:21:48+00:00,17604714,"#Vercel created &amp; maintains Next.js web development framework. Last month they disclosed a breach via #Lumma stealer #malware infecting an employee's computer. Good #infosec checklist &amp; quick audit from @akeylessio on how to avoid mistakes from @vercel.

https://t.co/MyOdrfNl6P",https://x.com/i/web/status/2053586327061336461,"""Lumma stealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['lumma stealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",1,0,0,0,1,1
x,2053075003546181926,2026-05-09 11:29:59+00:00,1345333468213874688,"撮り鉄の敵→駅員
割れ厨の敵→Lumma Stealer
アニメファンの敵→ポリコレ
エロゲーマーの敵→VISA・MC
絵師の敵→AI・絵柄割れ厨
自転車の敵→岸田文雄・国土交通省
PCユーザーの敵→Microsoft
川口クルド人の敵→石井孝明
自衛隊の敵→しばき隊

在日中国人の敵→高市早苗・全ての日本人",https://x.com/i/web/status/2053075003546181926,"""Lumma stealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['lumma stealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",10,1,3,0,14,4
x,2052654534128996724,2026-05-08 07:39:12+00:00,8118362,押さえておきたい脅威アクター - 敵を知って攻撃をブロック(3) 【脅威アクター解説】RedLine Stealerとは？情報を盗むマルウェアの手口と被害の実態 | TECH+（テックプラス） https://t.co/PtE7uMWHl4,https://x.com/i/web/status/2052654534128996724,"""RedLine stealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['redline stealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",24,0,0,0,24,1
x,2055159130155860284,2026-05-15 05:31:34+00:00,2047641103503904769,"🚨 New ransomware victim: Schulte-Lindhorst GmbH &amp; Co.
🇩🇪 Germany | Manufacturing
Actor: qilin | Status: Claimed | Severity: Medium
Discovered: 2026-05-14
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055159130155860284,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",1,0,0,0,1,0
x,2055094967941333325,2026-05-15 01:16:36+00:00,2047641103503904769,"🚨 New ransomware victim: United Quality Cooperative / https://t.co/MeMlHUGUih
Actor: incransom | Status: Claimed | Severity: Medium
Discovered: 2026-05-15
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055094967941333325,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2055079872272249053,2026-05-15 00:16:37+00:00,2047641103503904769,"🚨 New ransomware victim: Fab-Masters
🇺🇸 United States | Manufacturing
Actor: qilin | Status: Claimed | Severity: Medium
Discovered: 2026-05-14
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055079872272249053,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2055064765903302760,2026-05-14 23:16:36+00:00,2047641103503904769,"🚨 New ransomware victim: Ponisch Abogados
🇲🇽 Mexico | Professional Services
Actor: the gentlemen | Severity: Medium
Discovered: 2026-05-15
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055064765903302760,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",1,0,0,0,1,0
x,2055064765899100412,2026-05-14 23:16:36+00:00,2047641103503904769,"🚨 New ransomware victim: Grupo Alvorada
🇧🇷 Brazil | Other
Actor: the gentlemen | Severity: Medium
Discovered: 2026-05-15
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055064765899100412,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2055064765840380143,2026-05-14 23:16:36+00:00,2047641103503904769,"🚨 New ransomware victim: Instituut voor de Nederlandse
🇳🇱 Netherlands | Education
Actor: the gentlemen | Severity: Medium
Discovered: 2026-05-15
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055064765840380143,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2055064765802668302,2026-05-14 23:16:36+00:00,2047641103503904769,"🚨 New ransomware victim: Digiprint
🇵🇱 Poland | Manufacturing
Actor: the gentlemen | Severity: Medium
Discovered: 2026-05-15
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055064765802668302,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2055034572060942408,2026-05-14 21:16:37+00:00,2047641103503904769,"🚨 New ransomware victim: Houston Eye Associates
🇺🇸 United States | Healthcare
Actor: cmd organization | Severity: Medium
Discovered: 2026-05-14
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2055034572060942408,"""ransomware victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2054974180555108431,2026-05-14 17:16:38+00:00,2047641103503904769,"🚨 New ransomware victim: Schulte-Lindhorst GmbH &amp; Co.
🇩🇪 Germany | Manufacturing
Actor: qilin | Status: Claimed | Severity: Medium
Discovered: 2026-05-14
🔗 Full intel: link in bio
#ransomware #threatintel",https://x.com/i/web/status/2054974180555108431,"(""LockBit"" OR ""Qilin"" OR ""Akira"" OR ""BlackCat"" OR ""ALPHV"") ""victim""",RANSOMWARE_VICTIM,RANSOMWARE_VICTIM,60,['ransomware victim'],27,Low,True,Post names a confirmed ransomware victim -- peers in the same segment face an immediate buying trigger.,Lead with a peer-segment briefing on how comparable companies hardened after a similar incident.,"Internal suggestion: do NOT contact the named victim. Share a generic peer-segment briefing with neighbors in the same vertical, framed as helpful, not opportunistic.",0,0,0,0,0,0
x,2054310800676753814,2026-05-12 21:20:36+00:00,1998682702074228736,"The ransomware group ""The Gentlemen"" has listed Misr Chemical Industries (MCI), an Egyptian company, as a new victim on their data leak site. The group has initiated a countdown timer of approximately six days before allegedly publishing 

@fahdj7l",https://x.com/i/web/status/2054310800676753814,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware group', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,0,0,0,0,0,0
x,2054251242214293849,2026-05-12 17:23:56+00:00,1972819519807852544,"🚨 CYBERINTEL ALERT: POSSIBLE RANSOMWARE GROUP “BLACKX” EMERGES 🌐💀🛡️ [STATUS: EMERGING / POSSIBLE DATA LEAK SITE]

VECERT Intelligence has identified the emergence of a suspected ransomware group called “BlackX,” which operates using hidden infrastructure on the TOR (.onion) https://t.co/mlaD01ryGF",https://x.com/i/web/status/2054251242214293849,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware group', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,12,0,6,2,20,0
x,2054147802972749841,2026-05-12 10:32:55+00:00,3608706497,"🚨 Kent District Library 🇺🇸 has been added to the data leak site of ransomware gang Interlock. 410 GB stolen.

The Michigan public library confirmed an attack in late April, which led to branch closures for several days. 

https://t.co/I6XilsV1OO https://t.co/Ri6RCVbR2P",https://x.com/i/web/status/2054147802972749841,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware gang', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,0,0,0,0,0,5
x,2054135766951801156,2026-05-12 09:45:05+00:00,3608706497,"🚨 Ayuntamiento de Valdemoro 🇪🇸 has been added to the data leak site of ransomware gang Kairos. 1.8 TB stolen.

The Spanish municipal district noted server disruption on May 6, 2026. The relevant government authorities have been notified. 

https://t.co/D9AOmQFbCS https://t.co/upbN1wyU1B",https://x.com/i/web/status/2054135766951801156,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware gang', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,0,0,0,0,0,5
x,2054127747723608417,2026-05-12 09:13:13+00:00,3608706497,"🚨 Grad Jastrebarsko 🇭🇷 has been added to the data leak site of ransomware gang ThreeAM.

The Croatian city confirmed a cyber attack had occurred on May 4, 2026. Some government services were affected for at least a few days.

https://t.co/D9AOmQFbCS https://t.co/ndsIrkqLHN",https://x.com/i/web/status/2054127747723608417,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware gang', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,0,0,0,0,0,5
x,2053760697335517393,2026-05-11 08:54:41+00:00,3608706497,"🚨Groupe 3R (Réseau Radiologique Romand)🇨🇭 was added to the data leak site of ransomware gang Akira over the weekend. 48 GB stolen.

The Swiss healthcare company confirmed an attack in April 2026 - exactly a year after another attack (unknown hackers).

https://t.co/D9AOmQFbCS https://t.co/1RoCpRil8B",https://x.com/i/web/status/2053760697335517393,"""data leak site""",RANSOMWARE_OPERATOR,RANSOMWARE_OPERATOR,80,"['ransomware gang', 'data leak site']",16,Low,False,Post references an active ransomware operator -- track for early indicators on their next victim segment.,Internal tracking only -- not an outreach target.,Internal tracking only. Do NOT engage with or amplify operator content.,0,0,0,0,0,5
x,2055186624875729258,2026-05-15 07:20:49+00:00,1854498964181291008,CISA Adds Cisco SD-WAN CVE-2026-20182 to KEV After Admin Access Exploits https://t.co/AVGuKyhzLU,https://x.com/i/web/status/2055186624875729258,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186307085697269,2026-05-15 07:19:33+00:00,75883265,"Root Access Race: TOCTOU Vulnerability (CVE-2026-41702) Hits VMware Fusion https://t.co/uLKKJ9hk3s 
The post Root Access Race: TOCTOU Vulnerability (CVE-2026-41702) Hits VMware Fusion appeared first on Daily CyberSecurity.

Related posts:

Linux Privilege Escalation: “Pack2TheR…",https://x.com/i/web/status/2055186307085697269,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186302635532426,2026-05-15 07:19:32+00:00,75883265,CVE-2026-34336 | Microsoft Windows up to Server 2025 DWM Core Library buffer over-read (WID-SEC-2026-1489) https://t.co/4IC4sIgBIQ A vulnerability labeled as critical has been found in Microsoft Windows. Affected is an unknown function of the component DWM Core Library. Executi…,https://x.com/i/web/status/2055186302635532426,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186300685189441,2026-05-15 07:19:32+00:00,75883265,CVE-2026-34334 | Microsoft Windows up to Server 2025 TCP/IP race condition (WID-SEC-2026-1489) https://t.co/6tcrIC9FqE A vulnerability identified as critical has been detected in Microsoft Windows. This impacts an unknown function of the component TCPIP. Performing a manipulati…,https://x.com/i/web/status/2055186300685189441,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186298730582316,2026-05-15 07:19:31+00:00,75883265,CVE-2026-34333 | Microsoft Windows up to Server 2025 Win32k use after free (WID-SEC-2026-1489) https://t.co/qB80LbyLaY A vulnerability categorized as critical has been discovered in Microsoft Windows. This affects an unknown function of the component Win32k. Such manipulation l…,https://x.com/i/web/status/2055186298730582316,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186297094893597,2026-05-15 07:19:31+00:00,75883265,CVE-2026-34332 | Microsoft Windows Server 2025 Kernel-Mode Driver use after free (WID-SEC-2026-1489) https://t.co/vCZupXVcgl A vulnerability was found in Microsoft Windows Server 2025. It has been rated as critical. The impacted element is an unknown function of the component K…,https://x.com/i/web/status/2055186297094893597,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186295467499915,2026-05-15 07:19:31+00:00,75883265,CVE-2026-34331 | Microsoft Windows up to Server 2025 Win32k race condition (WID-SEC-2026-1489) https://t.co/8nsdNfLnZw A vulnerability was found in Microsoft Windows. It has been declared as critical. The affected element is an unknown function of the component Win32k. The mani…,https://x.com/i/web/status/2055186295467499915,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186182921723963,2026-05-15 07:19:04+00:00,317700874,"YellowKey e GreenPlasma, due nuove minacce “zero-day” mettono in ginocchio Windows 11

https://t.co/64Xw8dweOT",https://x.com/i/web/status/2055186182921723963,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055186070208467258,2026-05-15 07:18:37+00:00,1854498964181291008,On-Prem Microsoft Exchange Server CVE-2026-42897 Exploited via Crafted Email https://t.co/3txZwxpTxN,https://x.com/i/web/status/2055186070208467258,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055185841031446840,2026-05-15 07:17:42+00:00,1990882019254153218,"PraisonAI CVE-2026-44338 — authentication bypass in an LLM agent orchestration framework — was being exploited in the wild within hours of disclosure.

Hours.

This is not surprising. What's interesting is why it's not surprising, and why nobody's naming it.

LLM orchestration",https://x.com/i/web/status/2055185841031446840,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055185595408777343,2026-05-15 07:16:44+00:00,121077275,"Failles Windows Zero-Day : un chercheur en colère publie le code d'attaque, Microsoft n'a pas de correctif ! 🚨 Nouvelles alertes critiques sur les VPN Palo Alto et les serveurs web cPanel. Cliniques et PME continuent de tomber sous les ransomwares. Surveillance maximale exigée. https://t.co/OALkIqn6Tf",https://x.com/i/web/status/2055185595408777343,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055185184782168348,2026-05-15 07:15:06+00:00,1859780116014141440,"Cisco fixed CVE-2026-20182 in Catalyst SD-WAN Controller and Manager after active exploitation of an auth bypass that can grant admin access and let attackers alter network configs. #Cisco #CVE2026 #SDWAN
https://t.co/nfbFgcOhok",https://x.com/i/web/status/2055185184782168348,"""CVE-2026""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['cve-2026'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055183410478387699,2026-05-15 07:08:03+00:00,1330063068,@CyberInsidercom Windows 11 telemetry + NVIDIA driver zero-day = the data pipeline is the attack surface. Minimal OS is privacy.,https://x.com/i/web/status/2055183410478387699,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055182946617667827,2026-05-15 07:06:12+00:00,1239952916980645888,"@mxeggsalad @DecimalCubed I don't know why Kaspersky's acting out here, but they do have a stellar record with zero-day protection, meanwhile Defender has a bajillion bypasses available for it and horrible behavioral protection, they only do signatures well which is why they do well only in benchmarks",https://x.com/i/web/status/2055182946617667827,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,1,0,0,0,1,1
x,2055182422157770903,2026-05-15 07:04:07+00:00,1735374188708499456,"During its initial sweep of the Firefox codebase, Mythos uncovered 271 security issues, ranging from memory leaks to critical ""zero-day"" exploits that had evaded traditional testing for years. 

#ClaudeAI #Mozilla #CyberSecurity #AI #TechNews #DealonAI https://t.co/N3t6HrhbaV",https://x.com/i/web/status/2055182422157770903,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055182352842903780,2026-05-15 07:03:51+00:00,777061607159451648,"[New Post]🎉Fix Critical Windows BitLocker Zero Day Vulnerability Allows Attackers to Bypass Encryption
-  https://t.co/fYfvliywkV
#Windows11 #Security #HTMDCommunity https://t.co/6h6ObIzbbx",https://x.com/i/web/status/2055182352842903780,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055180728158101749,2026-05-15 06:57:23+00:00,2030478410888458240,"Recent zero-day exploits impacting Palo Alto Networks PAN-OS &amp; Cisco SD-WAN threaten network integrity &amp; data privacy in transit. Geopolitical shifts intensify risks to global data flows.
#Cybersecurity #ZeroDay #Geopolitics",https://x.com/i/web/status/2055180728158101749,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055180301807038579,2026-05-15 06:55:42+00:00,1046166128,"@PrimeAeon @DecimalCubed The real comparison is independent detection testing, response time, heuristics, zero-day handling, ransomware behavior monitoring, false positives, and system impact, not ""nothing happened to me"".

Common sense falls apart because malware is designed to bypass human judgment.",https://x.com/i/web/status/2055180301807038579,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,3,1,0,0,4,1
x,2055179723760951398,2026-05-15 06:53:24+00:00,1676317602941894657,"Anthropic is paying people with ZERO AI experience $3,850/week to work on frontier AI research.

No PhD.
No published papers.
No ML background.

Just strong technical thinking.

In 4 months, fellows:
• Found $4.6M in crypto vulnerabilities
• Discovered zero-day exploits
• https://t.co/4ZXIluTvVu",https://x.com/i/web/status/2055179723760951398,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,5,0,2,0,7,1
x,2055177847522931000,2026-05-15 06:45:56+00:00,1754435629889499136,"A new Windows zero-day exploit has raised cybersecurity concerns, with experts warning about vulnerabilities that hackers could exploit for unauthorized access.

Read more: https://t.co/TU01i5EYoI

#Windows #CyberSecurity #Microsoft #ZeroDay #AI
#cyberpromagazine https://t.co/0N8T2XsBTW",https://x.com/i/web/status/2055177847522931000,"""zero-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['zero-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055172235435086039,2026-05-15 06:23:38+00:00,1148953589705916416,@tokerumaisurii 反过来想更吓人：如果这些漏洞一直是0-day，那过去18年里谁在用？,https://x.com/i/web/status/2055172235435086039,"""0-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['0-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055171677559083144,2026-05-15 06:21:25+00:00,1148953589705916416,"@Morris_LT LLM把Linux和Nginx的漏洞挖出来其实是好事

这些漏洞国安机关和间谍组织早就捏在手里了
不公开永远是0-day
爆出来至少能修

AI fuzzing真正可怕的不是发现漏洞
是发现漏洞的速度超过了修复的速度
这才是security真正的arms race",https://x.com/i/web/status/2055171677559083144,"""0-day""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,60,['0-day'],15,Low,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
